 ,Image Link,Design Name, ,SKU Code,,Size,UOM,QTY,CP,remarks,CP/QTY,Total CP,SP,Margin,New SKU Name,,Type,,Finish,Color,,Length,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Props&Accessorie,PA0194,Mirror Disco Ball Silver,8inch,pc,22,300,,,,,,,Props & accessories,Ball,Mirror,Silver,8 inches,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Props&Accessorie,PA0332,silver horse with wings ,7ft,pc,1,12000,,,,,,,Props & accessories,horse ,NA,Silver,7 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0025,spray,light pink,,2,,,,,,,,Hardware,spray,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0017,Binding Wire,,Kg,2,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0009,Oasis Brick,,pc,5,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,2,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0022,broom stick,,pc,2,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Structures,ST0060,Labour,,per person,6,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
92,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Platform,PF0009,Platform 1 feet height,12x12,Sqft,1,25,,,,,,,Platform,12*12 feet,NA,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Platform,PF0003,Printed Flex,12x12,Sqft,1,15,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Platform,PF0020,flex skirting,12x12,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Props&Accessorie,PA0054,Rectangular Acrylic Mirror Standee,1ft,pc,2,600,,,,,,,Props & accessories,Standee,Acrylic,Mirror,1 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Props&Accessorie,PA0054,Rectangular Acrylic Mirror Standee,1.5ft,pc,2,600,,,,,,,Props & accessories,Standee,Acrylic,Mirror,1.5 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Props&Accessorie,PA0054,Rectangular Acrylic Mirror Standee,2ft,pc,4,600,,,,,,,Props & accessories,Standee,Acrylic,Mirror,2 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Props&Accessorie,PA0245,Glass Jar,1ft,pc,14,600,,,,,,,Props & accessories,Jar,Glass,white,1 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Props&Accessorie,PA0290,plastic candle 6 inch,,pc,14,80,,,,,,,Props & accessories,Candle,Plastic,white,6 Inches,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Artificial Flowers,AF0075,Dark Pink Rose,,Pc,800,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Artificial Flowers,AF0080,White Rose,,Pc,800,6,,,,,,,Flowers,Artificial,Rose,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Artificial Flowers,AF0050,Baby Pink Rose,,Pc,700,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Real flowers,RF0001,Kamini (Real),,Lot,10,20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Real flowers,RF0028,White Rose (Real),,Lot,10,200,,,,,,,Flowers,Real,Rose,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Furniture,FU0008,Imperial Sofa-2 Seater,,pc,,4000,,,,,,,Furniture,sofa,plain,NA,2 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Furniture,FU0013,Cushion- 1 Pair,,pc,2,200,,,,,,,Furniture,Cushion,plain,NA,NA,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0002,White Foam Sheet,6x2,Sqft,2,60,,,,,,,Hardware,Foam Sheet,White,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0002,White Foam Sheet,7x2,Sqft,1,60,,,,,,,Hardware,Foam Sheet,White,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0002,White Foam Sheet,8x2,Sqft,2,60,,,,,,,Hardware,Foam Sheet,White,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0002,White Foam Sheet,10x2,Sqft,2,60,,,,,,,Hardware,Foam Sheet,White,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0017,Binding Wire,,Kg,2,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0026,tooth pick ,,pc,80,40,,,,,,,Hardware,tooth pick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Hardware,HW0022,broom stick,,pc,2,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Structures,ST0060,Labour,,per person,8,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/79C40AE1-7358-4C9C-A577-622BB8E24ED5.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
93,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Real flowers,RF0122,chrysanthemum string with rose,10ft,pc,3,250,,,,,,,Flowers,Real,Chrysanthemum,,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Real flowers,RF0129,ganneri string,4ft,,2,,,,,,,,Flowers,Real,ganneri,Pink,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Real flowers,RF0130,rose string,4ft,,2,,,,,,,,Flowers,Real,Rose,,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Real flowers,RF0131,tuberose string with lotus ending,1ft,,40,,,,,,,,Flowers,Real,Tuberose,White,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0017,Binding Wire,,Kg,1,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Structures,ST0060,Labour,,per person,2,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/ED6CF77F-DE13-4CDD-88C8-388B0E9B4E0C.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
94,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,BACKDROP Size,,per round table,,#N/A,,#N/A,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Furniture,FU0040,Round Table with cover,,pc,1,350,,,,,,,Furniture,Round Table,plain,NA,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Furniture,FU0032,Cross Back Chair,,pc,5,150,,,,,,,Furniture,chair,plain,NA,1 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Props&Accessorie,PA0227,Brass Bowls,,pc,1,300,,,,,,,Props & accessories,Bowl,Brass,natural,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Props&Accessorie,PA0333,printed umbrella with stand,,pc,1,2500,,,,,,,Props & accessories,Stand,NA,custom \ hand finished,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Real flowers,RF0045,Marigold Yellow,,Kg,"0,25",100,,,,,,,Flowers,Real,Marigold,Yellow,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Real flowers,RF0046,Marigold Orange,,Kg,"0,25",100,,,,,,,Flowers,Real,Marigold,Orange,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Real flowers,RF0001,Kamini (Real),,Lot,"0,25",20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Real flowers,RF0003,White Baby's Breath (Real),,Lot,"0,25",200,,,,,,,Flowers,Real,baby's breath,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Hardware,HW0017,Binding Wire,,Kg,1,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Structures,ST0060,Labour,,per person,2,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3604452D-E8A0-4680-AD9E-CB0FDE5B8DEF.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
95,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Platform,PF0009,Platform 1 feet height,16x16,Sqft,1,25,,,,,,,Platform,16*16 feet,NA,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Platform,PF0001,White Flex,16x16,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Platform,PF0020,flex skirting,16x16,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Structures,ST0085,8-12 ft pole column extension,,pc,4,800,,,,,,,Structures,Pole Column,Custom Size,extension,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Structures,ST0038,pole base 8ft,,pc,4,600,,,,,,,Structures,Pole base,8 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Fabric,FB0001,Crepe High Quality,biege,Meters,70,25,,,,,,,Fabric,crepe,High quality,satin,Beige,multi-use,70,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Artificial Flowers,AF0080,White Rose,,Pc,60,6,,,,,,,Flowers,Artificial,Rose,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Artificial Flowers,AF0026,Dusty Pink Rose,,Pc,120,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Artificial Flowers,AF0081,White Hydrangea,,Pcs,100,30,,,,,,,Flowers,Artificial,Hydrangea,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Artificial Flowers,AF0025,Dusty Pink Hydrangea,,Pcs,80,30,,,,,,,Flowers,Artificial,Hydrangea,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0017,Binding Wire,,Kg,2,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0009,Oasis Brick,,pc,15,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,2,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0012,Ball Pins - (Packet of 100),,pc,4,50,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Hardware,HW0022,broom stick,,pc,8,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Structures,ST0060,Labour,,per person,6,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D160EBC-6154-458E-A1C0-5DEAF800FCDF.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
96,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Platform,PF0009,Platform 1 feet height,8x8,Sqft,1,25,,,,,,,Platform,8*8 feet,NA,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Platform,PF0001,White Flex,8x8,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Platform,PF0020,flex skirting,8x8,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Structures,ST0168,SEMI CIRCLE,,ft,1,,,,,,,,Structures,Custom STR,Custom Size,Semi-Circular,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Structures,ST0038,pole base 8ft,,pc,,600,,,,,,,Structures,Pole base,8 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Fabric,FB0001,Crepe High Quality,blue,Meters,25,25,,,,,,,Fabric,crepe,High quality,plain,blue,multi-use,25,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Fabric,FB0001,Crepe High Quality,orange,Meters,25,25,,,,,,,Fabric,crepe,High quality,plain,orange,multi-use,25,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Fabric,FB0001,Crepe High Quality,yellow,Meters,25,25,,,,,,,Fabric,crepe,High quality,plain,yellow,multi-use,25,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Fabric,FB0001,Crepe High Quality,red,Meters,15,25,,,,,,,Fabric,crepe,High quality,plain,red,multi-use,15,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Furniture,FU0016,Deewan with Gadda,,pc,1,1000,,,,,,,Furniture,deewan,plain,NA,2 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Furniture,FU0024,White Side Table,,pc,1,500,,,,,,,Furniture,side Table,NA,NA,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Furniture,FU0021,Bamboo Stool 1.5ft height,,pc,2,300,,,,,,,Furniture,stool,plain,bamboo,NA,No cushioning,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Artificial Flowers,AF0043,Baby Pink Orchid,,Bunch,1,185,,,,,,,Flowers,Artificial,orchid,Pink,Bunch,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Real flowers,RF0015,Light Pink Chrysanthemum (Real),,Lot,1,180,,,,,,,Flowers,Real,Chrysanthemum,Pink,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0017,Binding Wire,,Kg,1,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0009,Oasis Brick,,pc,1,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
